Sort,ID,Type,Input Text,Explanation,What does the model predict?,"How helpful do you find the explanation for guessing the model prediction?

1 (not helpful) - 7 (very helpful)","How easy is the explanation to understand?


1 (very difficult) - 7 (very easy)"
,5011,SMV,"""new video of care hostage released iraq kidnap victim margaret hassan # 39 ; s three sisters , from left to right : catherine fitzsimons , deidre fitzsimons and geraldine fitzsimons make a statement to the media in dublin tuesday , nov . 2 , 2004 .""","The phrase 
» hostage released iraq kidnap victim margaret hassan « 
is the most important feature in predicting this label.",,,
82,2613,GPT,"""embattled mortgage giant agrees to meet new standards fannie mae agreed to keep more cash on hand while it corrects accounting problems , a u . s . regulator said .""","The importance scores suggest that the news article is related to a mortgage giant, Fannie Mae, agreeing to meet new standards and keeping more cash on hand while correcting accounting problems. These are all {placeholder}-related terms, which likely led the topic classifier to predict this article as '{placeholder}'.",Business,6,6
,5024,HM,,,,,
,5024,SMV,fleet center to be reunion arena it has all the gossipy intrigue and social awkward ness of seating the still - respected ex - wife and the sexy new girlfriend at the same table for a family wedding .,"The words 
» center « and » wedding « 
are both salient.",,,
83,2822,GPT,"""poor ? who  39 ; s poor ? poverty is down the proportion of people living on less than \ $ 1 a day decreased from 40 to 21 per cent of the global population between 1981 and 2001 , says the world bank  39 ; s latest annual report .""","The importance scores indicate that the words related to poverty and {placeholder} population have negative scores, while words related to {placeholder} such as ""world bank"" and ""annual report"" have positive scores. Therefore, the topic classifier may have predicted this news article as '{placeholder}' due to the presence of these {placeholder}-related words and their higher importance scores compared to other words.",World,7,7
,5047,HM,,,,,
,5047,SMV,"markets celebrate bush victory wall street threw a victory rally for president bush today , driving up the entire market - - especially the stocks that investors believe will benefit from even more dominant republican control of the federal government .","The top three most important words in this article are 
» market «, » investors « and » from «.",,,
84,6627,GPT,"""uconn awaiting invite to motor city bowl theres still one more domino to fall , but today the university of connecticut football team is expected to be invited and accept an invitation to play in the motor city bowl in detroit on dec . 27 .""","The words ""football,"" ""team,"" and ""play"" have high importance scores, indicating that they are strongly associated with the topic of {placeholder}. Additionally, the mention of the University of Connecticut's football team being invited to play in a bowl game further supports the {placeholder} topic classification.",Sports,7,7
,5078,HM,,,,,
,5078,SMV,"blair calls for world to unite prime minister tony blair tried to bridge the trans-atlantic rift over iraq , urging a "" fractured , divided and uncertain "" world to unite in the wake of president bush 's election victory .","The phrases » rift over iraq «
and » prime minister « 
are most important for the prediction. 
The word » bush « is also salient.",,,
85,2112,GPT,"""web ex launches sales center web ex communications is expanding its web con fer en cing service with an offering designed for sales professionals , the company plans to announce this week .""","The importance scores show that the words ""web"" and ""communications"" have high positive scores, indicating that they are strongly associated with the '{placeholder}' topic. Additionally, the words ""sales"" and ""professionals"" have negative scores, which may suggest that the article is discussing a {placeholder} solution or innovation for sales professionals. Overall, the importance scores suggest that the article is likely related to {placeholder} and communication in the context of sales.",Sci/Tech,5,5
,5136,HM,,,,,
,5136,SMV,wells fargo computers stolen identity thieves may have obtained information on thousands of wells fargo mortgage and student loan customers .,"The phrase » loan customers « 
and the word » mortgage « 
are the most important features.",,,
86,6226,GPT,"""google targets software giant seattle - - not too long ago , google inc . seemed little more than a pe sky insect to microsoft corp . ' s 800 - pound gorilla .""","The topic classifier predicted this news article as '{placeholder}' because 
the words 'google', 'software', 'giant', and 'inc' received high importance scores, suggesting that the article is related to {placeholder} and possibly {placeholder}. Additionally, the word 'seattle' received a low importance score, which may indicate that the article is not focused on local news or events. Overall, the importance scores suggest that the article is likely to be about a {placeholder}-related topic.",Sci/Tech,6,6
,5219,HM,,,,,
,5219,SMV,silence the loose cannons the us presidential election is finally over ! now the hard part begins . i  39 ; m not talking about getting north korea back to the negotiating table ; that will come soon enough .,"» i 39 ; m not talking about getting 
north korea back to the negotiating table « 
shaped the model's outcome the most.",,,
87,4372,GPT,plea for kidnapped aid worker meets with silence charity workers were still facing an agonising wait for news of iraq aid worker margaret hassan tonight after a televised plea to her kidnappers was met with silence .,"The topic classifier predicted this news article as '{placeholder}' because 
the word 'Iraq' has the highest importance score of 6.98, indicating that it is the most important word in the article for predicting the topic. Other words with relatively high importance scores such as 'aid' and 'kidnap' also suggest that the article is related to {placeholder} events and conflicts, which are often covered in the '{placeholder}' section of news outlets.",World,6,6
,5356,HM,,,,,
,5356,SMV,"""explosion in kathmandu in jure s 30 at least 30 people have been hurt in a explosion in nepal  39 ; s capital , kathmandu . police say it was a bomb . the explosion struck a building of the government - owned employees  39 ; provide nt fund that was under construction .""","The phrase » nepal # 39 ; s capital « is most salient.
The word » government « is also salient 
for the model to choose this label.",,,
88,222,GPT,"""selling houston warts and all , especially warts descriptions of urban afflictions and images of giant mosquitoes and cockroaches to convey a sense of how houston is nevertheless beloved by many residents .""","The topic classifier predicted this news article as '{placeholder}' because 
the word ""selling"" received the highest importance score of 5.98. This suggests that the article may be discussing sales or transactions related to {placeholder}. Other words with positive importance scores, such as ""war"" and ""conflictions,"" may also be related to {placeholder} dealings or negotiations. However, it is important to note that the article may not necessarily be solely focused on {placeholder} topics, as there are also negative importance scores for words like ""cockroaches"" and ""beloved.""",Business,5,5
,5373,HM,,,,,
,5373,SMV,"""firefox roars from the gates tuesday , november 9 , 2004 will likely go down in the history books as the day the browser wars officially started . obviously things happened before today to get us to the point where there was a real , legitimate""","The words 
» browser « and » firefox « 
are most important for the prediction. 
The phrase » as the « is also salient.",,,
89,4580,GPT,"""face time , im logic back live communications server 2005 hard on the heels of microsoft announcing that it  39 ; s taken live communications server 2005 gold , instant messaging management software vendors im logic and face time on tuesday both to uted their support for the communication product .""","The topic classifier predicted this news article as '{placeholder}' because 
words such as ""live communications server"", ""instant messaging"", ""management software"", ""vendors"", and ""communication product"" have high importance scores, indicating that the article is likely discussing {placeholder} and communication products.",Sci/Tech,6,6
,5377,HM,,,,,
,5377,SMV,fa plan new united - arsenal talks the football association are set to wait until after the conclusion of any disciplinary action against arsene wenger before trying to broker a peace summit between arsenal and manchester united .,"The phrase » the football association are « 
and the word » disciplinary « 
are both salient features.",,,
90,857,GPT,"""jays power up to take finale contrary to popular belief , the power never really snapped back at skydome on sunday . the lights came on after an hour delay , but it took some extra time for the batting orders to provide some extra wattage .""","The importance scores indicate that the news article is related to {placeholder} because of the high score for ""batting"" (6.16) and the mention of ""Jays"" (0.38) and ""finale"" (0.64), which suggest a baseball game. Other words like ""power"" and ""lights"" also suggest a {placeholder} event.",Sports,6,6
,5379,HM,,,,,
,5379,SMV,"""cocoa prices down but ivorian exports still blocked world cocoa prices were down on tuesday but off the day # 39 ; s lows as exports remained on hold after mob violence and military clashes in ivory coast , the key global supplier , traders said .""","The model predicted this label, 
because the phrase » cocoa prices « 
and the word » exports « 
appeared in the article.",,,
91,120,GPT,"""oil prices bubble to record high the price of oil has continued its sharp rise overnight , closing at a record high . the main contract in new york , light sweet crude for delivery next month , has closed at a record \ $ us46 . 75 a barrel - up 70 cents on yesterday # 39 ; s close .""","The importance scores suggest that the main topic of the news article is the rise in oil prices, which is a significant {placeholder} factor and relevant to the {placeholder} industry. The words ""oil"" and ""prices"" have the highest importance scores, indicating that they are key indicators of the article's topic. Other important words include ""record high,"" ""delivery,"" ""next month,"" and ""barrel,"" which are all relevant to the {placeholder} of buying and selling oil. Therefore, the topic classifier predicted this news article as '{placeholder}' due to the focus on the {placeholder} impact of rising oil prices.",Business,6,6
,5395,HM,,,,,
,5395,SMV,"trojan horse drives spam into cell phones infected computers send out a slew of unwanted text messages , a security firm says .","The two phrases » cell phones « 
and » text messages « 
are salient for the model prediction.",,,
92,1427,GPT,"""teenager charged with creating sasser informants , seeking a reward from microsoft , led police to the german student .""","The high importance score given to ""Microsoft"" suggests that the article is related to {placeholder}. Additionally, the mention of a teenager creating an informant system could also be related to {placeholder}, further supporting the '{placeholder}' prediction.",Sci/Tech,6,6
,5456,HM,,,,,
,5456,SMV,"""two michigan state receivers arrested on bomb - making charges two michigan state football players have been charged with planting homemade bombs outside apartments . terry love and irving campbell , both 19 - year - old redshirt freshmen wide receivers""","The phrase 
» football players have been charged « 
is most important 
with the word » campbell « also being salient.",,,
93,6581,GPT,"""space station crew moves rescue capsule the maneuver free s the hatch on the docking station that the crew members will use for work sort ies in january and march . in addition , the launch of an unmanned progress cargo ship has been postponed one day to december 24 .""","The importance scores suggest that the article is related to space {placeholder}. The words 'space', 'station', 'crew', 'rescue', 'capsule', 'maneuver', 'hatch', 'docking', 'launch', 'unmanned', 'progress', 'cargo', and 'ship' all have positive importance scores, indicating that they are associated with the '{placeholder}' topic. Additionally, the words 'work', 'sort', 'in', and 'postponed' have negative importance scores, suggesting that they are less relevant to the topic. Overall, the article seems to be discussing recent developments and changes related to space {placeholder}, which is likely why the topic classifier predicted it as '{placeholder}'.",Sci/Tech,7,7
,5471,HM,,,,,
,5471,SMV,"""refugees # 39 ; hopes for return will outlive arafat beirut , lebanon - yasser arafat promised palestinians he would return them to the homes they lost when israel was founded in 1948 .""","The phrases » lost when israel « 
and » palestinians he « 
are most important for the prediction.",,,
94,1062,GPT,"""red hat replaces cfo red hat on thursday named charles peters jr . as executive vice president and chief financial officer . peters replaces kevin thompson , who unexpectedly announced his resignation in june , a few days before the""","The importance scores suggest that the words ""red hat"" and ""cf"" are not relevant to the '{placeholder}' topic. However, the words ""executive"", ""financial"", ""officer"", and ""resignation"" have negative importance scores, indicating that they are less likely to be associated with '{placeholder}'. On the other hand, the words ""named"", ""president"", and ""chief"" have positive importance scores, suggesting that they are more likely to be associated with '{placeholder}'. Overall, it is unclear why the topic classifier predicted this news article as '{placeholder}' based on the importance scores alone.",Sci/Tech,5,4
,5509,HM,,,,,
,5509,SMV,"""two michigan st football players arrested east lansing , michigan ( ticker ) - two michigan state football players were arrested tuesday morning for planting three homemade quot ; macgyver bombs quot ; outside a campus apartment .""","» football players were arrested tuesday «
is most important for the prediction,
while the second occurrence of » players « is also salient.",,,
95,2122,GPT,hyper ion targets broader base new es sb ase 7 x is intended to draw customers beyond hyper ion ' s usual corporate - finance crowd .,"The importance scores suggest that the article is focused on drawing customers beyond the usual {placeholder} crowd of a hypermarket chain. The word ""customers"" has the highest importance score of 2.13, indicating that the article is likely discussing customer acquisition or retention strategies. Other important words include ""corporate"" and ""finance,"" suggesting a focus on {placeholder} operations and {placeholder} performance. Overall, the importance scores support the topic classifier's prediction of '{placeholder}.'",Business,6,6
,5674,HM,,,,,
,5674,SMV,will hutton there were two stories last week that will have world - shaping implications . the first was in a paris hospital and a compound in ramallah .,The word » hutton « is most important for the prediction. The phrase » paris hospital « is also salient.,,,
96,5356,GPT,"""explosion in kathmandu in jure s 30 at least 30 people have been hurt in a explosion in nepal  39 ; s capital , kathmandu . police say it was a bomb . the explosion struck a building of the government - owned employees  39 ; provide nt fund that was under construction .""","The importance scores suggest that the main event of the news article is an explosion in Kathmandu, Nepal, which resulted in at least 30 people being hurt. The words ""government-owned,"" ""employees,"" and ""construction"" suggest that the explosion occurred at a government building under construction. The high importance score for ""Nepal"" and the hashtag ""#39"" suggest that this event is specific to Nepal and not related to any other country. Overall, the importance scores suggest that this news article is relevant to the '{placeholder}' topic because it reports on a significant event that occurred in a specific country.",World,6,6
,5692,HM,,,,,
,5692,SMV,boston archbishop reveals anguish of closings boston boston # 39 ; s archbishop is telling catholics that the church # 39 ; s financial footing is quot ; much worse than people realize .,"The phrases » financial footing « 
and » telling catholics « 
are both salient with respect to the model's prediction.",,,
97,6456,GPT,"""man held for slashing teens beijing - chinese police have detained a man who they say murdered eight teenagers and injured four others in a school dormitory overnight , state press said late on friday .""","The topic classifier predicted this news article as '{placeholder}' 
because of the importance scores of words like ""Beijing"", ""Chinese"", and ""police"", which suggest that the article is related to an event in China. Additionally, the high importance score of ""murdered"" and the mention of multiple victims indicate that this is a significant and potentially newsworthy event.",World,6,6
,5695,HM,,,,,
,5695,SMV,american deaths the pentagon has released the names of the following us service members killed recently in iraq :,"The phrase » in iraq « 
is most important for the prediction.",,,
98,2741,GPT,"""business glance somers , ny - pepsi bottling group inc . , the largest bottler of pepsico inc . beverages , tuesday said its profit for the latest quarter rose 4 . 4 percent as volume improved .""","The words ""business"", ""profit"", ""bottle"", ""Pepsi"", and ""volume"" have the highest importance scores, indicating that they are the most relevant to the topic of {placeholder}. The article discusses the {placeholder} performance of Pepsi Bottling Group, which is a {placeholder}-related topic. Therefore, the high importance scores for these words likely influenced the topic classifier to predict this article as '{placeholder}'.",Business,6,6
,5819,HM,,,,,
,5819,SMV,"""web still in early days , tech leaders say the internet is only in its early adolescence with a raft of improvements on the horizon , and the venture capitalists who helped fund the early boom are""","The three words most important for the outcome are 
» are «, » early « and » the «.",,,
99,75,GPT,"""jury can hear of kobe accuser ' s sex life ( ap ) ap - prosecutors suffered another setback monday in the kobe bryant sexual assault case , losing a last - ditch attempt to keep the nba star ' s lawyers from telling jurors about the alleged victim ' s sex life .""","The importance scores suggest that the topic of the article is related to the NBA star Kobe Bryant and his sexual assault case. The words ""Kobe,"" ""Bryant,"" ""sexual assault,"" and ""NBA star"" have high importance scores, indicating that they are central to the topic. Other words such as ""jury,"" ""prosecutors,"" and ""lawyers"" also suggest a legal or court-related aspect to the article. Overall, the importance scores suggest that the article is about a controversial {placeholder} figure and a legal case related to his personal life.",Sports,6,6
,5839,HM,,,,,
,5839,SMV,"""google shares released for sale employees and some investors in google will be able to sell shares in the company as the latest """" lockup """" phase on sales ends .""","The words » google « and » sales « 
are most important for the prediction, 
but punctuation is also salient.",,,
100,1989,GPT,"""after being bounced around florida is bouncing back although the three hurricanes that have hit florida led to a broad economic slowdown , the glimmerings of a miniboom are already apparent .""","The importance scores indicate that the article discusses the {placeholder} impact of the recent hurricanes in Florida, which is a key topic in {placeholder}. The high score for ""economic"" and the phrase ""broad economic slowdown"" suggest that the article focuses on the {placeholder} consequences of the natural disasters. Additionally, the negative scores for words like ""hit"" and ""already apparent"" imply that the article is discussing negative effects on {placeholder}. Overall, the importance scores suggest that the article is relevant to {placeholder} due to its focus on the {placeholder} impact of the hurricanes.",World,5,5
,5886,HM,,,,,
,5886,SMV,"producer price surge fuels inflation fears producer prices surged 1 . 7 percent in october , their sharpest monthly increase in nearly 15 years .","The phrase » producer prices «
is most indicative for the model's prediction.
Punctuation is also an important feature.",,,
101,2451,GPT,"""ca , partners move on as kumar faces charges concern over the fate of former computer associates international chairman and ceo sanjay kumar accompanied the collective sigh of relief felt by ca partners last week when federal prosecutors settled a two - year - old accounting fraud investigation with the""","The importance scores suggest that the topic classifier predicted this news article as '{placeholder}' 
because of the mention of ""computer associates international"" and ""accounting fraud investigation"", which are likely to be associated with {placeholder}. However, the scores also suggest that the article is not strongly related to this topic.",Sci/Tech,4,4
,5895,HM,,,,,
,5895,SMV,"""science counts species on brink a list of 15 , 000 species threatened with extinction - many of them by human activity - is published .""","The words 
» published «, » threatened « and » extinction «
are the top three most important features for the model.",,,
102,65,GPT,indian state rolls out wireless broadband government in south indian state of kerala sets up wireless ki os ks as part of initiative to bridge digital divide .,"The importance scores suggest that the article is related to {placeholder}, specifically wireless broadband in the Indian state of Kerala. The words ""wireless,"" ""broadband,"" ""government,"" ""initiative,"" and ""digital divide"" all have positive importance scores, indicating their relevance to the '{placeholder}' topic. Additionally, the negative importance scores for words such as ""rolls,"" ""out,"" and ""sets up"" suggest that the article is not focused on a physical rollout or establishment of infrastructure, but rather on the {placeholder} behind it.",Sci/Tech,5,5
,5975,HM,,,,,
,5975,SMV,"new york unveils last , best bid to gain the olympics in 2012 leaders of the nyc2012 committee highlighted new york ' s advantages in multiculturalism , money and media power .","The phrase 
» the olympics in 2012 « 
is most important for the prediction.",,,
103,4999,GPT,"""profit plunges at international game tech international game technology , the world # 39 ; s biggest maker of slot machines , tuesday said said profit for its latest quarter fell 50 percent from a year ago due to a charge for early redemption of debt and a tax adjustment .""","The topic classifier predicted this news article as '{placeholder}' 
because of the high importance scores associated with words such as 'profit', 'quarter', and 'fell', indicating that the article is discussing {placeholder} performance. Other important words such as 'maker', 'slot machines', and 'redemption of debt' suggest that the article is specifically about a company's {placeholder} performance in the gambling industry.",Business,6,6
,5981,HM,,,,,
,5981,SMV,"""india desperate for jobs , infrastructure despite economic boom ( af p ) af p - despite india ' s economic boom in software and outs our cing services , economists have warned the government needs more reforms to create jobs in manufacturing to cut poverty .""","The phrase 
» in software « 
is most important for the outcome.",,,
104,4030,GPT,"""ibm posts broad q3 revenue growth new york - ibm corp . posted quarterly results on monday showing 9 percent revenue growth from last year and slight earnings growth , despite a \ $ 320 million charge it took during the quarter to settle some claims in a lawsuit over its pension plan .""","The topic classifier predicted this news article as '{placeholder}' because 
words such as ""revenue growth,"" ""quarterly results,"" ""earnings growth,"" ""lawsuit,"" ""pension plan,"" and ""IBM Corp"" were deemed important for the classification. These words are commonly associated with {placeholder} news and therefore the classifier predicted the article to be related to the {placeholder} topic.",Business,6,6
,6030,HM,,,,,
,6030,SMV,"""google shows it  39 ; s only human shares of google slipped after the search engine warned , for the second time in a week , that its fourth - quarter revenue growth rate is likely to slow from previous quarters .""","The phrase » revenue growth rate « 
as well as the word » shows « 
are salient features in this article.",,,
105,311,GPT,"""french take gold , bronze in single kayak athens , greece - winning on whitewater runs in the family for frenchman benoit peschier , though an olympic gold is something new . peschier paddled his one - man kayak aggressively but penalty free in both his semifinal and final runs on the manmade olympic . . .""","The importance scores indicate that the news article is mostly focused on France winning gold and bronze in a kayaking competition in Athens, Greece. However, there are also mentions of the Olympic Games and the French athlete Benoit Peschier. Overall, the scores suggest that the article is relevant to the '{placeholder}' topic due to its coverage of {placeholder} events and athletes.",Sports,7,7
,6058,HM,,,,,
,6058,SMV,"a bit of wall st . on the tigris the 150 brokers and traders on the iraq stock exchange are not waiting for the war to end , buying and selling orders a few hundred yards away from the fighting .","The word » iraq « 
and the phrase » and traders on « 
are both important for the model's decision.",,,
106,4854,GPT,"""times to scrap broadsheet edition the times is to scrap its broadsheet edition and go tabloid from monday , it was confirmed today . the decision was made after a trial run of the compact edition proved a success , said editor robert thomson .""","The importance scores suggest that the decision to switch to a compact edition was a significant factor in the article being classified as '{placeholder}'. The words 'trial', 'run', and 'success' all have high importance scores, indicating that the article may be discussing a {placeholder} advancement in the newspaper industry. Additionally, the word 'editor' has a relatively high importance score, suggesting that the article may be focused on the decision-making process behind this change.",Business,6,5
,6142,HM,,,,,
,6142,SMV,"market not ready to cheer despite announcing the biggest news in its short history , osi pharmaceuticals stock fell nearly 10 percent friday , as some investors grew nervous about whether its newly approved cancer drug would be the bonanza they expected .","The phrase » stock fell « 
is most important for the prediction. 
Punctuation and the word » investors « are also salient.",,,
107,1785,GPT,"ferrero advances ; moya stunned in rainy beijing beijing , china ( sports network ) - for the second time in as many days , rain was a major factor at the inaugural \ $ 500 , 000 china open .","The importance scores show that the words ""sports"" and ""network"" have the highest scores, indicating that they are the most important words in predicting the topic as ""{placeholder}"". Additionally, the words ""Ferrer"", ""Beijing"", and ""China Open"" also have relatively high scores, suggesting that they are relevant to a {placeholder} event or competition. The negative scores for words like ""rain"" and ""China"" may also indicate that they are associated with the challenges or obstacles faced during the {placeholder} event. Overall, the importance scores suggest that the article is primarily focused on a {placeholder} competition or event in Beijing, which is why the topic classifier predicted it as ""{placeholder}"".",Sports,7,7
,6184,HM,,,,,
,6184,SMV,"""local knowledge produced benefits patriots fans had one of their own working sunday ' s regular - season finale against the 49ers . fox producer p . t . navarro considers himself a new englander , even though he moved around the country as the son of college football coach frank navarro ( columbia , wabash , princeton ) .""","The phrase » football coach frank « 
is most important for the prediction,
while the word » he « is also salient.",,,
108,1840,GPT,"""icing call out of money , out of patience , out of time , and for the foreseeable future , out of business .""","The topic classifier predicted this news article as '{placeholder}' because 
the word 'business' has the highest importance score (3.58) among all the words in the text. Other words such as 'money' (1.0) and 'future' (-0.52) also have moderate importance scores that contribute to the prediction. However, the presence of words such as 'ic' (-0.55) and 'out of patience' (0.1) may suggest some negative sentiment towards {placeholder}.",Business,6,6
,6226,HM,,,,,
,6226,SMV,"""google targets software giant seattle - - not too long ago , google inc . seemed little more than a pe sky insect to microsoft corp . ' s 800 - pound gorilla .""","The phrases » gorilla . « 
and » little more « 
are both important for the prediction.",,,
109,4862,GPT,aol ' s viral marketing america online will now provide gratis antivirus protection to its subscribers .,"The words ""viral marketing,"" ""online,"" ""anti-virus,"" and ""protection"" have high importance scores, indicating a focus on {placeholder} and possibly cybersecurity. This aligns with the '{placeholder}' topic, leading the classifier to predict it as such.",Sci/Tech,7,7
,6405,HM,,,,,
,6405,SMV,"madrid miffed ! the organisers of madrid 's bid complained that paris had broken the rules by using france ' s embassies in oslo and kuwait to hold events to promote its candidacy , the newspaper said .","The words most important in this article are 
» france «, » paris « and » candidacy «.",,,
110,3183,GPT,webcrawler : a9 . com is cool now heres something else thats off the mind . theres no more need to make mental or computer notes while searching the internet .,"The words ""web,"" ""com,"" ""computer,"" and ""internet"" have high importance scores, indicating that they are strongly associated with the '{placeholder}' topic. Additionally, the words ""searching"" and ""make"" also have positive scores, suggesting that the article may be discussing {placeholder} related to internet search or note-taking.",Sci/Tech,6,6
,6456,HM,,,,,
,6456,SMV,"""man held for slashing teens beijing - chinese police have detained a man who they say murdered eight teenagers and injured four others in a school dormitory overnight , state press said late on friday .""","The phrase » chinese police have detained « 
is most important 
and the word » beijing « is also salient.",,,
111,4300,GPT,"""city series - ly wounded with the yanks out of the world series , the city # 39 ; s economy loses out on at least \ $ 40 million , according to studies by the controller # 39 ; s office and other city agencies .""","The topic classifier predicted this news article as '{placeholder}' because 
words such as ""economy,"" ""loses,"" and ""studies"" have high importance scores, indicating that the article is discussing {placeholder} impacts. Additionally, the mention of the controller's office and other city agencies suggest a focus on {placeholder}-related matters.",Business,6,6
,6581,HM,,,,,
,6581,SMV,"""space station crew moves rescue capsule the maneuver free s the hatch on the docking station that the crew members will use for work sort ies in january and march . in addition , the launch of an unmanned progress cargo ship has been postponed one day to december 24 .""","The character » . « 
is most important for the prediction, 
but the phrase » docking station « is also salient.",,,
112,6405,GPT,"madrid miffed ! the organisers of madrid 's bid complained that paris had broken the rules by using france ' s embassies in oslo and kuwait to hold events to promote its candidacy , the newspaper said .","The topic classifier predicted this news article as '{placeholder}' 
because of the high importance scores associated with words such as ""Paris,"" ""France,"" and ""Kuwait,"" indicating that the article contains information about events happening in different parts of {placeholder}. Additionally, the mention of Madrid and the complaint about Paris breaking rules suggest {placeholder} or dispute, further supporting the '{placeholder}' topic classification.",World,6,6
,6627,HM,,,,,
,6627,SMV,"""uconn awaiting invite to motor city bowl theres still one more domino to fall , but today the university of connecticut football team is expected to be invited and accept an invitation to play in the motor city bowl in detroit on dec . 27 .""",The phrase » football team is « is most important for the prediction. The word » 27 « is also salient. The word » on « is also salient.,,,
113,5379,GPT,"""cocoa prices down but ivorian exports still blocked world cocoa prices were down on tuesday but off the day # 39 ; s lows as exports remained on hold after mob violence and military clashes in ivory coast , the key global supplier , traders said .""","The topic classifier predicted this news article as '{placeholder}' 
because of the high importance scores for the words 'cocoa' and 'prices', which are key indicators in the commodity trading industry. The article discusses the decline in cocoa prices and the impact on {placeholder} suppliers and traders, which are relevant to {placeholder}. Additionally, the mention of exports being blocked and military clashes in Ivory Coast, a major cocoa supplier, further emphasizes the {placeholder} implications of the news.",Business,7,7
,6776,HM,,,,,
,6776,SMV,"bad weather blamed for indon crash bad weather was the main cause of an accident which killed 26 people aboard an airplane whose spoiler did not work well , indonesian investigators said today .","The words 
» indonesian «, » crash «, » killed « and » aboard « 
are most important for the prediction.",,,
114,5395,GPT,"trojan horse drives spam into cell phones infected computers send out a slew of unwanted text messages , a security firm says .","The topic classifier predicted this news article as '{placeholder}' because 
words such as ""trojan"", ""cell phones"", ""infected computers"", ""text messages"", and ""security firm"" received high importance scores, indicating that the article is related to {placeholder} and cybersecurity.",Sci/Tech,7,7
,6802,HM,,,,,
,6802,SMV,"""notre dame to interview utah  39 ; s meyer university of notre dame officials are apparently prepared to interview utah football coach urban meyer as early as tonight , only two days after the school fired coach tyrone willing ham after three seasons .""","The two phrases 
» utah football coach « 
and » ham after « 
were most important for the model's outcome.",,,
115,1321,GPT,congressman spratt wants fed to us representative john spratt of south carolina said the federal reserve should go lightly # 39 ; # 39 ; on raising the benchmark interest rate because of the economy .,"The topic classifier predicted this news article as '{placeholder}' 
because of the high importance scores associated with words such as ""federal reserve"", ""interest rate"", and ""economy"". These words suggest that the news article is discussing {placeholder} policy and {placeholder} matters, which are typically associated with the {placeholder} world.",Business,6,6
,6830,HM,,,,,
,6830,SMV,"conte goes on tv and names names as the bassist for the pop - funk band tower of power , victor conte laid down a song 's backbone by playing a predetermined series of notes .","The words most salient in this article are 
» song «, » victor « and » band «.",,,
116,2660,GPT,"""gas prices up 5 cents after hurricane ivan camarillo , calif . - gas prices jumped more than 5 cents a gallon in the past two weeks , largely because of supply problems related to hurricane ivan , an industry analyst said .""","The topic classifier predicted this news article as '{placeholder}' because 
words such as ""gas prices"", ""supply problems"", and ""industry analyst"" have higher importance scores, indicating that the article is likely discussing {placeholder}-related issues. Additionally, the mention of a specific hurricane affecting gas prices further supports the topic of {placeholder}.",Business,6,6
,6921,HM,,,,,
,6921,SMV,oil falls to 4 - month low on signs of heating - oil supply rise crude oil fell to the lowest in more than four months on speculation that warm weather and increased refinery production bo lster ed us heating - oil stock pile s last week .,"The word » rise « 
and two occurrences of the word » oil « 
were influential in shaping the prediction of the classifier.",,,
117,6058,GPT,"a bit of wall st . on the tigris the 150 brokers and traders on the iraq stock exchange are not waiting for the war to end , buying and selling orders a few hundred yards away from the fighting .","The importance scores show that the words ""Iraq,"" ""fighting,"" and ""war"" have high positive scores, while words related to {placeholder} and trading have mixed or negative scores. This suggests that the article is about the situation in Iraq, specifically the stock exchange and trading activity happening despite the ongoing conflict. Therefore, the topic classifier predicted this news article as '{placeholder}' due to its focus on {placeholder}, the conflict in Iraq.",World,6,6
,6924,HM,,,,,
,6924,SMV,"zooks gets a five - year deal champaign , ill . - - ron zook took over illinois' struggling football program tuesday , returning to his roots and promising to turn around a team that has sunk to the bottom of the big ten since winning a league title in 2001 .","The phrases » struggling football program « 
and » league title « 
as well as the word » team «
are important.",,,
118,22,GPT,ibm chips may someday heal themselves new technology applies electrical fuse s to help identify and repair faults .,"The importance scores show that the words ""ibm"" and ""electrical"" have the highest scores, indicating that they are the most important words for predicting the '{placeholder}' topic. Additionally, the word ""chips"" also has a relatively high score. These words suggest that the article is likely discussing new {placeholder} or advancements in the field of electronics. The words ""identify"" and ""repair"" also have positive scores, indicating that the article may be discussing ways to improve or fix electronic devices. Overall, the importance scores suggest that the article is likely related to {placeholder}, which is why the topic classifier predicted it as '{placeholder}'.",Sci/Tech,7,7
,6943,HM,,,,,
,6943,SMV,"millions to miss out on the net around 40 of the uk will still be without internet access at home by 2025 , warns a study by telecoms giant bt .","The article's punctuation
is most important for the prediction.
The words » giant « and » internet « are also salient.",,,
119,2357,GPT,mass . court denies new trial for convict boston - - the state appeals court on thursday declined to allow a new trial for a father convicted of beating a man to death at their sons  39 ; hockey practice .,"The only words with high importance scores are ""hockey"" and ""practice"", which indicate a {placeholder}-related article. However, it is important to note that these words are at the end of the article and are likely not relevant to the main content of the article.",World,6,7
,6991,HM,,,,,
,6991,SMV,siebel looks to midmarket to bolster revenues crm software giant siebel systems said yesterday that it is launching a new program that will cater to small and midsize businesses in a bid to help it boost flat revenues .,"The phrase » boost flat revenues «
is most important for the prediction,
while the word » help « is also salient.",,,
